,id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,lot_shape,land_contour,utilities,land_slope,overall_qual,overall_cond,year_built,year_remod/add,mas_vnr_area,exter_qual,exter_cond,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_val,mo_sold,yr_sold,saleprice
87,1940,535327200,20,3,70.0,13300,4,2,4,3,5,7,1956,2000,0.0,3,3,4,3,1,3,377.0,1,0.0,551.0,928.0,3,2,4,928,0,0,928,0.0,0.0,1,0,2,1,3,4,4,0,1,1956.0,1,1.0,252.0,1,3,2,261,0,156,0,0,0,1,1,0,6,2007,132000
88,588,534129370,20,3,80.0,9600,4,2,4,3,5,5,1969,1969,128.0,3,3,4,3,2,5,553.0,3,147.0,588.0,1288.0,3,2,4,1336,0,0,1336,0.0,1.0,2,0,3,1,3,6,4,1,2,1969.0,2,2.0,502.0,2,3,2,312,11,0,0,0,0,1,1,650,8,2009,163000
90,1187,534127210,80,3,69.0,11104,3,2,4,3,6,6,1969,1969,0.0,3,3,3,3,3,6,828.0,1,0.0,599.0,1427.0,4,2,4,1427,0,0,1427,0.0,1.0,2,0,4,1,3,7,4,0,1,1969.0,2,2.0,516.0,2,3,2,0,0,0,0,216,0,1,1,0,5,2008,183000
91,2154,907280090,60,3,69.0,15295,1,2,4,3,7,5,1996,2002,254.0,4,3,4,3,2,6,762.0,1,0.0,98.0,860.0,5,2,4,1212,780,0,1992,1.0,0.0,2,1,3,1,4,7,2,2,3,1996.0,2,2.0,608.0,2,3,2,225,32,0,0,0,0,1,1,0,6,2007,211000
92,550,531452260,60,3,70.0,9109,4,2,4,3,7,5,1994,1994,0.0,4,3,4,3,1,2,36.0,6,596.0,122.0,754.0,5,2,4,754,786,0,1540,1.0,0.0,2,1,3,1,4,6,4,0,1,1994.0,2,2.0,495.0,2,3,2,140,32,0,0,0,0,1,1,0,10,2009,184000
93,811,906226100,90,3,64.0,7018,4,3,4,3,5,5,1979,1979,0.0,3,3,0,0,1,1,0.0,1,0.0,0.0,0.0,3,2,4,1535,0,0,1535,0.0,0.0,2,0,4,2,3,8,4,0,1,1979.0,1,2.0,400.0,1,3,2,0,0,0,0,0,0,1,4,0,6,2009,118858
94,124,534403410,80,3,69.0,14112,3,2,4,3,5,7,1964,1964,86.0,3,3,3,3,3,6,1014.0,1,0.0,138.0,1152.0,3,2,4,1152,0,0,1152,1.0,0.0,1,0,3,1,3,6,4,1,4,1964.0,2,2.0,484.0,2,3,2,227,0,0,0,0,0,1,1,0,4,2010,180500
96,779,905200350,80,3,88.0,15312,4,2,4,3,6,5,1960,1960,54.0,3,3,3,3,3,4,588.0,1,0.0,550.0,1138.0,5,2,4,1138,0,0,1138,0.0,1.0,1,0,3,1,3,6,4,1,3,1960.0,2,2.0,480.0,2,3,2,0,0,0,0,140,0,1,3,0,3,2009,148000
97,1886,534276180,20,3,74.0,7450,3,2,4,3,5,5,1956,1956,0.0,3,3,3,3,1,3,438.0,2,206.0,250.0,894.0,4,2,4,1074,0,0,1074,0.0,0.0,1,0,2,1,4,6,3,1,4,1966.0,1,2.0,396.0,1,3,2,0,72,0,0,0,0,1,2,0,1,2007,124000
98,1724,528186090,120,3,60.0,7313,4,2,4,3,9,5,2005,2005,246.0,5,3,5,3,1,6,1153.0,1,0.0,408.0,1561.0,5,2,4,1561,0,0,1561,1.0,0.0,2,0,2,1,5,6,4,1,4,2005.0,3,2.0,556.0,3,3,2,203,47,0,0,0,0,1,1,0,8,2007,277500
99,2450,528358030,60,3,83.0,10019,3,2,4,3,8,5,1995,1995,397.0,4,3,4,3,1,5,527.0,1,0.0,815.0,1342.0,5,2,4,1358,1368,0,2726,0.0,0.0,2,1,4,1,4,9,4,1,5,1995.0,2,3.0,725.0,2,3,2,307,169,168,0,0,0,1,1,0,6,2006,350000
100,1013,527214030,20,3,53.0,15401,3,4,4,3,9,5,2004,2004,296.0,5,3,5,3,4,6,1337.0,1,0.0,547.0,1884.0,5,2,4,1884,0,0,1884,1.0,0.0,2,0,2,1,5,7,4,1,4,2004.0,3,3.0,670.0,3,3,2,214,76,0,0,0,0,1,1,0,9,2008,387000
101,2084,905476170,30,3,58.0,9098,3,2,4,3,4,7,1920,2002,0.0,3,3,3,3,2,5,348.0,1,0.0,180.0,528.0,5,2,4,605,0,0,605,1.0,0.0,1,0,2,1,3,5,4,0,1,1978.7077955601449,0,0.0,0.0,0,0,0,0,0,144,0,0,0,1,1,0,7,2007,86000
102,1184,533350120,20,3,103.0,16280,4,2,4,3,8,9,1976,2007,0.0,5,5,4,5,2,6,1044.0,3,382.0,0.0,1426.0,5,2,4,1671,0,0,1671,1.0,0.0,3,0,3,1,5,6,4,1,4,1976.0,2,2.0,550.0,2,3,2,280,90,0,0,0,0,1,2,0,5,2008,290000
104,950,914474070,60,3,71.0,12209,3,2,4,3,6,5,2001,2002,0.0,3,3,5,3,1,5,690.0,1,0.0,114.0,804.0,5,2,4,804,1157,0,1961,1.0,0.0,2,1,3,1,4,7,4,1,3,2001.0,3,2.0,560.0,3,3,2,125,192,0,0,0,0,1,1,0,6,2009,215000
105,2524,534125210,190,3,79.0,13110,3,2,4,3,5,6,1972,1972,144.0,3,3,4,3,1,6,962.0,1,0.0,191.0,1153.0,5,2,4,1193,0,0,1193,1.0,0.0,2,0,2,1,3,6,4,0,1,1972.0,3,2.0,501.0,3,3,2,140,153,0,0,0,0,1,3,0,7,2006,146500
107,2028,903427040,50,1,60.0,8520,4,2,4,3,6,7,1916,1950,0.0,3,4,3,3,1,3,168.0,2,546.0,0.0,714.0,3,0,4,1664,862,0,2526,0.0,0.0,2,0,5,1,4,10,4,1,4,1916.0,1,1.0,216.0,1,3,2,88,15,0,0,0,0,1,2,0,8,2007,136000
108,2309,526303060,20,3,69.0,39384,3,1,4,1,6,6,1957,1957,902.0,3,3,4,3,4,5,1110.0,1,0.0,595.0,1705.0,5,2,4,1390,0,0,1390,1.0,0.0,1,1,1,1,5,4,3,2,4,1957.0,1,2.0,550.0,1,3,2,0,189,0,0,0,0,1,1,0,10,2006,252000
109,51,528188120,160,3,36.0,2628,4,2,4,3,7,5,2003,2003,106.0,4,3,4,3,1,1,0.0,1,0.0,764.0,764.0,5,2,4,764,862,0,1626,0.0,0.0,2,1,2,1,4,6,4,0,1,2003.0,2,2.0,474.0,2,3,2,0,27,0,0,0,0,1,1,0,6,2010,175500
110,699,902106010,70,1,57.0,6406,4,2,4,3,5,6,1939,1950,0.0,3,3,3,3,1,5,421.0,1,0.0,269.0,690.0,3,2,3,868,690,0,1558,0.0,0.0,1,1,3,1,3,7,4,1,4,1939.0,1,2.0,400.0,1,3,2,0,36,0,0,182,0,1,3,0,10,2009,150000
111,1881,534252110,20,3,69.0,12342,3,2,4,3,5,5,1960,1978,0.0,3,3,3,3,1,1,0.0,1,0.0,978.0,978.0,3,2,4,1422,0,0,1422,0.0,0.0,1,0,3,1,3,6,3,1,3,1960.0,2,1.0,286.0,2,3,2,0,0,36,0,0,0,1,2,600,8,2007,139900
112,1345,903232090,50,1,52.0,6240,4,2,4,3,5,7,1930,1992,0.0,3,3,3,3,1,1,0.0,1,0.0,1078.0,1078.0,3,2,4,1128,445,0,1573,0.0,0.0,2,0,3,1,3,8,4,1,4,1930.0,1,2.0,360.0,1,3,1,0,0,0,0,0,0,1,1,0,6,2008,162900
113,166,535457010,20,3,87.0,10000,3,2,4,3,6,6,1962,1962,261.0,3,3,3,3,1,1,0.0,1,0.0,1116.0,1116.0,3,2,4,1116,0,0,1116,0.0,0.0,1,1,3,1,3,5,4,0,1,1962.0,1,2.0,440.0,1,3,2,0,0,0,0,385,0,1,1,0,2,2010,160000
114,781,905228050,20,3,69.0,9000,4,2,4,3,2,2,1947,1950,0.0,3,3,0,0,1,1,0.0,1,0.0,0.0,0.0,2,0,4,660,0,0,660,0.0,0.0,1,0,2,1,2,5,2,0,1,1978.7077955601449,0,0.0,0.0,0,0,0,0,0,100,0,0,0,1,1,0,6,2009,63900
115,379,527354200,20,3,80.0,11088,4,2,4,3,6,5,1978,1998,144.0,3,3,3,3,1,5,832.0,1,0.0,308.0,1140.0,4,2,4,1707,0,0,1707,0.0,0.0,2,0,3,1,3,7,4,1,3,1978.0,3,2.0,479.0,3,3,2,0,0,0,0,0,0,1,1,0,5,2009,184000
116,2818,908102320,20,3,134.0,17755,4,2,4,3,5,4,1959,1959,132.0,3,3,3,3,1,4,176.0,1,0.0,1290.0,1466.0,3,2,4,1466,0,0,1466,0.0,0.0,1,1,3,1,2,6,4,2,4,1959.0,3,2.0,528.0,3,3,2,0,140,0,0,100,0,1,1,0,11,2006,149900
118,1396,905226110,190,3,69.0,10532,4,2,4,3,5,3,1960,1960,275.0,3,3,3,3,2,3,988.0,1,0.0,0.0,988.0,4,2,4,1721,0,0,1721,1.0,0.0,2,0,3,1,3,7,2,2,3,1960.0,1,2.0,626.0,1,3,2,50,84,0,0,0,0,1,1,0,12,2008,145000
119,838,907130100,60,3,65.0,15426,3,2,4,3,6,5,1997,1997,0.0,3,3,4,3,1,6,821.0,1,0.0,107.0,928.0,5,2,4,928,836,0,1764,1.0,0.0,2,1,3,1,4,7,4,0,1,1997.0,2,2.0,470.0,2,3,2,276,99,0,0,0,0,1,3,0,8,2009,231500
120,1492,908127120,30,3,63.0,13907,4,2,4,3,5,6,1940,1969,0.0,3,3,3,3,1,4,290.0,1,0.0,706.0,996.0,5,2,4,996,0,0,996,1.0,0.0,1,0,3,1,3,6,4,1,4,1978.7077955601449,0,0.0,0.0,0,0,2,144,0,0,0,0,0,1,1,0,7,2008,108000
121,637,535178040,20,3,70.0,8750,4,2,4,3,5,5,1956,1956,0.0,3,3,3,3,1,3,435.0,4,202.0,565.0,1202.0,3,2,4,1202,0,0,1202,0.0,1.0,1,0,3,1,3,6,4,0,1,1956.0,2,1.0,304.0,2,3,2,0,35,120,0,0,0,1,2,0,11,2009,120000
122,1826,532377140,20,3,69.0,9945,3,2,4,3,5,5,1961,1961,57.0,3,3,3,3,1,3,827.0,1,0.0,161.0,988.0,3,2,4,988,0,0,988,1.0,0.0,1,0,3,1,3,5,4,0,1,1963.0,1,2.0,572.0,1,3,2,0,0,0,0,0,0,1,1,0,10,2007,128500
123,173,902106140,30,1,56.0,8960,4,2,4,3,5,6,1927,1950,0.0,3,3,3,3,1,1,0.0,1,0.0,1008.0,1008.0,4,2,3,1028,0,0,1028,0.0,0.0,1,0,2,1,3,5,4,1,4,1927.0,1,2.0,360.0,1,3,2,0,0,130,0,0,0,1,1,0,3,2010,115000
124,715,902301080,50,1,50.0,3500,4,2,4,3,5,7,1947,1950,0.0,3,3,3,3,1,2,312.0,1,0.0,408.0,720.0,3,2,4,720,564,0,1284,0.0,0.0,1,1,2,1,3,5,4,0,1,1948.0,1,1.0,240.0,1,3,2,0,35,0,0,0,0,1,1,0,4,2009,110000
125,1183,533350090,60,3,69.0,24572,3,2,4,3,9,3,1977,1977,1050.0,4,4,4,3,1,6,410.0,1,0.0,584.0,994.0,3,2,4,1599,1345,0,2944,0.0,0.0,2,2,3,1,4,9,4,1,4,1977.0,2,3.0,864.0,2,3,2,140,70,16,0,0,0,1,1,0,6,2008,150000
126,2433,528235130,60,3,74.0,9056,3,2,4,3,8,5,2004,2004,0.0,4,3,5,4,3,1,0.0,1,0.0,707.0,707.0,5,2,4,707,707,0,1414,0.0,0.0,2,1,3,1,4,6,4,1,4,2004.0,3,2.0,403.0,3,3,2,100,35,0,0,0,0,1,1,0,10,2006,178000
127,2866,909282060,70,3,70.0,12320,3,4,4,3,7,7,1932,1990,0.0,3,3,3,3,1,1,0.0,1,0.0,637.0,637.0,5,2,4,959,650,0,1609,0.0,0.0,1,1,3,1,4,8,4,2,4,1963.0,1,3.0,579.0,1,3,2,0,0,0,0,104,0,1,2,0,5,2006,199500
128,2311,527105060,60,3,60.0,8238,3,2,4,3,6,5,1997,1998,0.0,3,3,3,3,1,6,700.0,1,0.0,113.0,813.0,5,2,4,813,712,0,1525,1.0,0.0,2,1,3,1,3,6,4,1,3,1997.0,3,2.0,400.0,3,3,2,421,72,0,0,0,0,1,1,0,5,2006,183500
129,1551,910205010,80,1,75.0,6000,4,2,4,3,5,5,1967,1967,0.0,2,3,4,3,2,3,257.0,1,0.0,367.0,624.0,5,2,4,1092,564,0,1656,0.0,0.0,1,1,3,1,3,7,2,1,1,1967.0,1,1.0,288.0,1,3,2,0,180,0,0,100,0,1,3,0,7,2008,126000
130,1049,527454120,120,3,24.0,2529,4,2,4,3,7,6,1977,1977,0.0,3,3,4,3,1,5,378.0,1,0.0,677.0,1055.0,2,2,4,1055,0,0,1055,0.0,0.0,2,0,2,1,3,4,4,0,1,1977.0,1,2.0,440.0,1,3,2,0,38,0,0,0,0,1,1,0,9,2008,148500
131,657,535376060,60,3,60.0,10800,4,2,4,3,5,7,1939,2006,0.0,3,4,3,3,1,1,0.0,1,0.0,676.0,676.0,5,2,4,676,676,0,1352,0.0,1.0,2,0,4,1,4,7,4,0,1,1939.0,1,2.0,720.0,1,3,2,187,0,128,0,0,0,1,1,0,8,2009,149000
132,414,527454130,160,3,24.0,2349,4,2,4,3,6,5,1977,1977,0.0,3,3,4,3,1,5,389.0,1,0.0,466.0,855.0,3,2,4,855,601,0,1456,0.0,0.0,2,1,3,1,3,6,4,1,3,1977.0,1,2.0,440.0,1,3,2,0,28,0,0,0,0,1,1,0,5,2009,137900
133,1181,533250160,120,3,32.0,10846,3,2,4,3,8,5,1993,1993,0.0,4,3,4,3,4,6,1619.0,1,0.0,100.0,1719.0,5,2,4,1719,0,0,1719,2.0,0.0,1,1,1,1,4,6,4,2,4,1993.0,3,2.0,473.0,3,3,2,122,30,0,0,0,0,1,1,0,5,2008,324000
134,1514,909100170,30,3,67.0,5604,4,2,4,3,5,6,1925,1950,0.0,3,3,3,3,1,3,468.0,1,0.0,396.0,864.0,3,0,3,864,0,0,864,1.0,0.0,1,0,2,1,3,5,4,0,1,1978.7077955601449,0,0.0,0.0,0,0,2,0,0,96,0,0,0,1,1,0,4,2008,98000
135,1040,527450110,160,1,21.0,1680,4,2,4,3,6,5,1973,1973,359.0,3,3,3,3,1,2,458.0,1,0.0,25.0,483.0,3,2,4,483,504,0,987,0.0,1.0,1,1,2,1,3,5,4,0,1,1973.0,1,1.0,264.0,1,3,2,52,0,0,0,0,0,1,1,0,2,2008,103400
136,216,905101100,50,3,54.0,6342,4,2,4,3,5,8,1875,1996,0.0,3,4,3,3,1,1,0.0,1,0.0,780.0,780.0,4,0,4,780,240,0,1020,0.0,0.0,1,0,2,1,3,6,4,0,1,1978.7077955601449,0,0.0,0.0,0,0,0,0,0,176,0,0,0,1,1,0,5,2010,94000
137,1720,528181060,120,3,34.0,4590,4,2,4,3,8,5,2006,2006,108.0,4,3,4,4,2,6,24.0,1,0.0,1530.0,1554.0,5,2,4,1554,0,0,1554,0.0,0.0,2,0,2,1,4,6,4,1,4,2006.0,2,2.0,627.0,2,3,2,156,73,0,0,0,0,1,1,0,8,2007,209500
138,2331,527210040,60,3,60.0,18062,3,4,4,3,10,5,2006,2006,662.0,5,3,5,3,4,1,0.0,1,0.0,1528.0,1528.0,5,2,4,1528,1862,0,3390,0.0,0.0,3,1,5,1,5,10,4,1,5,2006.0,3,3.0,758.0,3,3,2,204,34,0,0,0,0,1,1,0,9,2006,545224
139,204,903426200,70,1,60.0,12900,4,2,4,3,6,8,1912,2009,0.0,4,4,3,3,1,1,0.0,1,0.0,780.0,780.0,5,2,4,780,780,0,1560,0.0,0.0,1,1,3,1,4,7,4,0,1,1978.7077955601449,0,0.0,0.0,0,0,0,344,0,0,0,168,0,1,1,0,5,2010,159900
140,19,527276150,20,3,140.0,19138,4,2,4,3,4,5,1951,1951,0.0,3,3,3,3,1,2,120.0,1,0.0,744.0,864.0,5,2,4,864,0,0,864,0.0,0.0,1,0,2,1,3,4,4,0,1,1951.0,1,2.0,400.0,1,3,2,0,0,0,0,0,0,1,1,0,6,2010,141000
141,2438,528275080,60,3,69.0,8658,3,2,4,3,6,5,2000,2000,0.0,3,3,4,3,1,5,732.0,1,0.0,250.0,982.0,5,2,4,1008,881,0,1889,0.0,0.0,2,1,3,1,3,9,4,1,3,2000.0,3,2.0,431.0,3,3,2,0,0,0,0,0,0,1,1,0,4,2006,215000
142,89,532378110,20,3,69.0,6897,3,2,4,3,5,8,1962,2010,0.0,3,4,3,3,1,5,659.0,1,0.0,381.0,1040.0,5,2,4,1040,0,0,1040,1.0,0.0,1,1,3,1,3,6,4,0,1,1962.0,1,1.0,260.0,1,3,2,0,104,0,0,0,0,1,1,0,4,2010,127000
143,240,905452160,20,3,75.0,9525,4,2,4,3,5,7,1954,1998,0.0,3,3,3,3,3,4,954.0,1,0.0,218.0,1172.0,3,2,4,1172,0,0,1172,1.0,0.0,1,0,3,1,3,5,4,0,1,1954.0,3,1.0,366.0,3,3,2,240,0,0,0,0,0,1,1,0,6,2010,128000
145,2020,903233180,50,1,52.0,6240,4,2,4,3,6,6,1931,1950,0.0,3,3,3,2,1,2,425.0,1,0.0,459.0,884.0,3,2,3,959,408,0,1367,0.0,0.0,1,0,3,1,3,6,4,1,4,1978.0,1,1.0,560.0,1,3,2,0,0,0,0,120,0,1,1,0,11,2007,127500
146,888,908128060,85,3,64.0,7301,4,2,4,3,7,5,2003,2003,500.0,4,3,0,0,1,1,0.0,1,0.0,0.0,0.0,5,2,4,495,1427,0,1922,0.0,0.0,3,0,4,1,4,7,4,1,5,2003.0,2,2.0,672.0,2,3,2,0,0,177,0,0,0,1,1,0,7,2009,198500
147,1019,527302050,20,3,78.0,12090,3,2,4,3,6,6,1981,1981,210.0,3,4,4,3,1,6,588.0,2,228.0,606.0,1422.0,3,2,4,1422,0,0,1422,0.0,0.0,2,0,3,1,4,7,4,1,3,1981.0,3,2.0,576.0,3,3,2,276,0,0,0,0,0,1,4,0,6,2008,175500
148,2132,907192040,60,3,69.0,8826,4,2,4,3,7,5,2000,2000,144.0,4,3,4,3,1,6,841.0,1,0.0,144.0,985.0,5,2,4,985,857,0,1842,1.0,0.0,2,1,3,1,4,7,4,1,3,2000.0,3,2.0,486.0,3,3,2,193,96,0,0,0,0,1,1,0,7,2007,217500
149,203,903426180,50,1,57.0,8094,4,2,4,3,4,5,1915,1950,0.0,3,2,3,3,1,1,0.0,1,0.0,888.0,888.0,5,2,4,888,1074,0,1962,0.0,0.0,1,1,4,1,3,9,4,1,3,1915.0,1,2.0,572.0,1,3,2,160,0,364,0,0,0,1,4,0,6,2010,149500
150,420,527455280,20,3,69.0,10710,4,2,4,3,5,7,1966,2004,165.0,4,3,3,3,1,4,644.0,1,0.0,220.0,864.0,5,2,4,1120,0,0,1120,0.0,1.0,1,0,3,1,3,5,4,1,3,1966.0,2,2.0,656.0,2,3,2,0,162,0,0,0,0,1,1,1200,7,2009,148800
151,2333,527212030,60,3,85.0,16056,3,2,4,3,9,5,2005,2006,208.0,4,3,5,3,3,6,240.0,1,0.0,1752.0,1992.0,5,2,4,1992,876,0,2868,0.0,0.0,3,1,4,1,5,11,4,1,4,2005.0,3,3.0,716.0,3,3,2,214,108,0,0,0,0,1,1,0,7,2006,556581
152,632,535152230,20,3,70.0,8400,4,2,4,3,6,3,1957,1957,0.0,3,3,3,3,1,5,189.0,3,661.0,628.0,1478.0,4,2,4,1478,0,0,1478,1.0,0.0,1,1,3,1,3,6,4,2,4,1957.0,2,2.0,442.0,2,3,2,114,0,0,0,216,0,1,1,0,6,2009,156500
153,2800,907285100,60,3,90.0,11250,4,2,4,3,7,5,1995,1996,0.0,4,4,4,4,3,6,685.0,1,0.0,245.0,930.0,5,2,4,950,1045,0,1995,1.0,0.0,2,1,4,1,4,8,4,1,3,1995.0,2,2.0,610.0,2,3,2,275,170,0,0,0,0,1,1,0,7,2006,237000
154,1885,534276160,20,3,70.0,7535,3,2,4,3,5,7,1958,1985,0.0,3,3,3,3,1,4,111.0,2,279.0,522.0,912.0,2,2,4,912,0,0,912,0.0,1.0,1,0,2,1,3,5,4,0,1,1958.0,3,1.0,297.0,3,3,2,12,285,0,0,0,0,1,1,480,6,2007,120000
155,1734,528221050,20,3,88.0,12216,3,2,4,3,6,5,2005,2005,0.0,3,3,4,3,3,6,918.0,1,0.0,408.0,1326.0,5,2,4,1326,0,0,1326,1.0,0.0,2,0,3,1,4,6,4,0,1,2005.0,3,2.0,388.0,3,3,2,120,23,0,0,0,0,1,1,2000,6,2007,203000
156,2327,527182020,120,3,30.0,3701,3,2,4,3,8,5,1987,1987,0.0,3,3,4,3,1,1,0.0,1,0.0,1191.0,1191.0,3,2,4,1204,0,0,1204,0.0,0.0,2,0,2,1,3,5,4,0,1,1987.0,2,2.0,461.0,2,3,2,120,70,0,0,0,0,1,1,0,8,2006,130000
157,1282,535476370,60,3,80.0,9760,4,2,4,2,6,6,1964,1964,360.0,3,3,3,3,4,6,674.0,2,106.0,0.0,780.0,3,2,4,798,813,0,1611,1.0,0.0,1,1,4,1,3,7,4,0,1,1964.0,2,2.0,442.0,2,3,2,328,128,0,0,189,0,1,1,0,6,2008,167900
158,2688,903425340,190,3,60.0,9873,4,2,4,3,4,5,1970,1970,160.0,3,3,3,3,3,5,789.0,1,0.0,171.0,960.0,3,0,4,960,0,0,960,1.0,0.0,1,0,3,1,3,6,4,0,1,1970.0,1,2.0,576.0,1,3,2,0,288,0,0,0,0,1,1,0,5,2006,129000
159,2581,535180070,20,3,72.0,10011,3,2,4,3,5,6,1957,1996,64.0,3,3,3,3,1,4,360.0,1,0.0,710.0,1070.0,3,2,4,1236,0,0,1236,0.0,1.0,1,0,2,1,4,6,3,1,2,1957.0,1,1.0,447.0,1,3,2,0,0,0,0,0,0,1,3,0,5,2006,134450
160,2067,905226050,30,3,69.0,25339,4,2,4,3,5,7,1918,2007,0.0,3,4,3,3,1,1,0.0,1,0.0,816.0,816.0,5,2,4,1416,0,0,1416,0.0,0.0,2,0,3,1,4,7,4,0,1,2007.0,1,2.0,576.0,1,3,0,0,0,112,0,0,0,1,1,0,8,2007,112000
161,2115,906403060,60,3,69.0,8883,3,2,4,3,7,5,1988,1988,360.0,4,3,4,3,1,6,608.0,2,321.0,0.0,929.0,5,2,4,946,927,0,1873,1.0,0.0,2,1,3,1,4,7,4,1,3,1988.0,2,2.0,619.0,2,3,2,108,48,0,0,144,0,1,4,0,5,2007,207000
162,754,903430070,90,1,50.0,3000,4,3,4,3,5,1,1922,1950,0.0,3,3,3,2,1,1,0.0,1,0.0,1040.0,1040.0,3,0,4,1088,1040,0,2128,0.0,0.0,2,0,4,2,3,11,1,0,1,1978.7077955601449,0,0.0,0.0,0,0,2,0,56,0,0,0,0,1,1,0,9,2009,62500
163,1079,528188150,160,3,36.0,2448,4,2,4,3,7,5,2003,2004,106.0,4,3,4,3,1,6,573.0,1,0.0,191.0,764.0,5,2,4,764,862,0,1626,1.0,0.0,2,1,2,1,4,6,4,0,1,2003.0,2,2.0,474.0,2,3,2,0,27,0,0,0,0,1,1,0,10,2008,154000
164,2615,535404080,20,3,73.0,7100,3,2,4,3,5,7,1957,1957,0.0,3,3,3,3,1,6,708.0,1,0.0,108.0,816.0,3,2,3,816,0,0,816,1.0,0.0,1,0,2,1,3,5,4,0,1,1957.0,1,1.0,308.0,1,3,2,0,0,0,0,0,0,1,1,0,7,2006,129900
165,329,923225440,160,1,36.0,2592,4,2,4,3,5,3,1976,1976,0.0,3,3,4,3,1,3,129.0,4,232.0,175.0,536.0,3,2,4,536,576,0,1112,0.0,0.0,1,1,3,1,3,4,4,0,1,1976.0,1,1.0,336.0,1,3,2,182,0,0,0,0,0,1,1,0,4,2010,85000
166,1320,902401010,50,1,69.0,5700,4,2,4,3,7,7,1926,1950,0.0,3,3,3,3,1,1,0.0,1,0.0,572.0,572.0,3,2,4,572,539,0,1111,0.0,0.0,1,0,2,1,3,5,4,1,4,1982.0,1,1.0,288.0,1,3,2,0,0,176,0,0,0,1,1,0,8,2008,116900
167,416,527455060,160,3,24.0,2289,4,2,4,3,6,6,1978,1978,0.0,3,3,3,3,1,5,311.0,1,0.0,544.0,855.0,3,2,4,855,586,0,1441,0.0,0.0,2,1,3,1,3,7,4,1,3,1978.0,1,2.0,440.0,1,3,2,28,0,0,0,0,0,1,1,0,4,2009,148500
168,284,908226130,190,3,60.0,12180,4,2,4,3,4,4,1941,1950,0.0,3,2,4,3,1,4,348.0,1,0.0,324.0,672.0,2,0,3,672,252,0,924,1.0,0.0,1,0,2,1,2,5,4,0,1,1941.0,1,1.0,280.0,1,3,2,0,0,0,0,0,0,1,3,0,7,2010,80000
169,1385,905108170,85,3,69.0,7400,3,2,4,3,5,5,1984,1984,0.0,3,3,4,3,3,2,104.0,5,956.0,0.0,1060.0,3,2,4,1126,0,0,1126,1.0,0.0,1,0,2,1,3,5,4,0,1,1984.0,1,2.0,506.0,1,3,2,178,0,0,0,0,0,1,1,0,3,2008,152000
170,275,908102110,20,3,68.0,8842,4,2,4,3,5,6,1954,1954,0.0,3,4,2,3,1,1,0.0,1,0.0,381.0,381.0,5,2,4,992,0,0,992,0.0,0.0,1,0,3,1,3,6,4,0,1,1954.0,1,1.0,319.0,1,3,2,60,0,56,0,0,0,1,3,0,1,2010,155891
171,2024,903401070,50,3,60.0,8850,4,3,4,3,6,7,1920,1950,0.0,3,4,3,3,1,1,0.0,1,0.0,768.0,768.0,5,2,4,752,624,0,1376,0.0,0.0,1,0,3,1,4,7,4,0,1,1977.0,1,2.0,576.0,1,3,1,0,54,144,0,0,0,1,1,0,2,2007,165000
173,1910,534479140,70,3,79.0,9480,4,2,4,3,5,7,1942,1995,224.0,3,3,3,3,1,2,386.0,1,0.0,342.0,728.0,5,2,4,888,756,0,1644,0.0,0.0,1,1,3,1,4,7,4,2,4,1942.0,1,1.0,312.0,1,3,2,168,0,0,0,0,0,1,1,0,6,2007,146500
174,381,527356040,20,3,82.0,11880,3,2,4,3,7,5,1978,1978,206.0,3,3,4,3,1,5,704.0,1,0.0,567.0,1271.0,3,2,4,1601,0,0,1601,0.0,0.0,2,0,3,1,3,7,4,1,3,1978.0,2,2.0,478.0,2,3,2,0,0,0,0,0,0,1,1,0,4,2009,157000
175,1323,902405070,70,1,60.0,10800,4,2,4,3,7,7,1890,1999,0.0,3,3,3,3,2,1,0.0,1,0.0,1313.0,1313.0,4,2,4,1313,1182,0,2495,0.0,0.0,2,0,5,1,3,10,4,1,4,1950.0,1,2.0,342.0,1,2,2,0,299,0,0,0,0,1,1,0,12,2008,184000
176,2432,528235050,60,3,69.0,7861,3,2,4,3,6,5,2002,2003,0.0,4,3,4,3,1,6,457.0,1,0.0,326.0,783.0,5,2,4,807,702,0,1509,1.0,0.0,2,1,3,1,4,7,4,1,4,2002.0,3,2.0,393.0,3,3,2,100,75,0,0,0,0,1,1,0,6,2006,183200
177,777,905200220,20,3,69.0,11616,4,2,4,3,5,5,1962,1962,116.0,3,3,3,3,1,2,170.0,4,670.0,252.0,1092.0,3,2,4,1092,0,0,1092,0.0,1.0,1,0,3,1,3,6,4,1,1,1962.0,1,1.0,288.0,1,3,2,0,20,144,0,0,0,1,1,0,9,2009,139000
